"ID","Pokemon","Family","Shadow","Little_Rank","Great_Rank","Ultra_Rank","Master_Rank","Little_IVs","Great_IVs","Ultra_IVs","Master_IVs","Little_Level","Great_Level","Ultra_Level","Master_Level","Little_CP","Great_CP","Ultra_CP","Master_CP","Little_MoveSet","Great_MoveSet","Ultra_MoveSet","Master_MoveSet","Evo_Fam","Evo_Next","Previous_evols"
"149","Dragonite (Shadow)","Dratini",TRUE,,102,85,26,,"3/15/14","0/13/15","15/15/15",,14.5,24.5,50,,1495,2499,4287,,"Dragon Breath, Dragon Claw, Superpower","Dragon Breath, Dragon Claw, Superpower","Dragon Breath, Dragon Claw, Superpower","147;148;149","149","147;148;149"
"15","Beedrill","Weedle",FALSE,296,228,580,,"0/12/13","0/13/14","15/15/15",,10.5,32.5,50,,497,1494,2087,,"Poison Jab, X-Scissor, Drill Run","Poison Jab, X-Scissor, Drill Run","Poison Jab, Drill Run, X-Scissor",,"13;14;15","15","13;14;15"
"15","Beedrill (Shadow)","Weedle",TRUE,297,307,565,,"0/12/13","0/13/14","15/15/15",,10.5,32.5,50,,497,1494,2087,,"Poison Jab, X-Scissor, Drill Run","Poison Jab, X-Scissor, Drill Run","Poison Jab, Drill Run, X-Scissor",,"13;14;15","15","13;14;15"
"150","Mewtwo","Mewtwo",FALSE,,,474,39,,,"1/15/13","15/15/15",,,22,50,,,2494,4724,,,"Psycho Cut, Psystrike, Shadow Ball","Psycho Cut, Psystrike[etm], Shadow Ball[etm]","150","150","150"
"150","Mewtwo (Armored)","Mewtwo",FALSE,,,100,137,,,"0/12/13","15/15/15",,,30,50,,,2499,3603,,,"Confusion, Psystrike, Dynamic Punch","Confusion, Psystrike[etm], Dynamic Punch","150","150","150"
"150","Mewtwo (Shadow)","Mewtwo",TRUE,,504,386,29,,"4/15/15","1/15/13","15/15/15",,13,22,50,,1499,2495,4724,,"Psycho Cut, Psystrike, Thunderbolt","Psycho Cut, Psystrike, Shadow Ball","Psycho Cut, Psystrike[etm], Shadow Ball[etm]","150","150","150"
"151","Mew","Mew",FALSE,,322,273,111,,"0/10/13","0/15/10","15/15/15",,17.5,29,50,,1498,2493,3691,,"Shadow Claw, Wild Charge, Surf","Shadow Claw, Dragon Claw, Wild Charge","Shadow Claw, Surf, Wild Charge","151","151","151"
"152","Chikorita","Chikorita",FALSE,216,,,,"0/14/13",,,,22,,,,499,,,,"Vine Whip, Body Slam, Grass Knot",,,,"152;153;154","152;153;154","152"
"152","Chikorita (Shadow)","Chikorita",TRUE,235,,,,"0/14/13",,,,22,,,,499,,,,"Vine Whip, Body Slam, Grass Knot",,,,"152;153;154","152;153;154","152"
"153","Bayleef","Chikorita",FALSE,584,401,,,"0/15/15","3/15/14",,,13.5,50,,,496,1494,,,"Magical Leaf, Ancient Power, Grass Knot","Magical Leaf, Ancient Power, Energy Ball",,,"152;153;154","153;154","152;153"
"153","Bayleef (Shadow)","Chikorita",TRUE,599,508,,,"0/15/15","3/15/14",,,13.5,50,,,496,1494,,,"Magical Leaf, Ancient Power, Grass Knot","Magical Leaf, Ancient Power, Energy Ball",,,"152;153;154","153;154","152;153"
"154","Meganium","Chikorita",FALSE,488,118,98,300,"1/15/13","0/10/15","0/14/15","15/15/15",8,24,50,50,499,1499,2500,2725,"Vine Whip, Frenzy Plant, Earthquake","Vine Whip, Frenzy Plant, Earthquake","Vine Whip, Frenzy Plant, Earthquake","Vine Whip, Frenzy Plant[etm], Earthquake","152;153;154","154","152;153;154"
"154","Meganium (Shadow)","Chikorita",TRUE,555,220,99,319,"1/15/13","0/10/15","0/14/15","15/15/15",8,24,50,50,499,1499,2500,2725,"Vine Whip, Frenzy Plant, Earthquake","Vine Whip, Frenzy Plant, Earthquake","Vine Whip, Frenzy Plant, Earthquake","Vine Whip, Frenzy Plant[etm], Earthquake","152;153;154","154","152;153;154"
"156","Quilava","Cyndaquil",FALSE,,792,,,,"0/13/15",,,,40,,,,1496,,,,"Ember, Flame Charge, Dig",,,"155;156;157","156;157","155;156"
"156","Quilava (Shadow)","Cyndaquil",TRUE,,784,,,,"0/13/15",,,,40,,,,1496,,,,"Ember, Flame Charge, Dig",,,"155;156;157","156;157","155;156"
"157","Typhlosion","Cyndaquil",FALSE,,186,66,160,,"0/15/13","0/13/15","15/15/15",,19.5,35,50,,1488,2497,3266,,"Incinerate, Blast Burn, Thunder Punch","Incinerate, Blast Burn, Thunder Punch","Incinerate, Blast Burn[etm], Thunder Punch","155;156;157","157","155;156;157"
"157","Typhlosion (Shadow)","Cyndaquil",TRUE,,100,89,168,,"0/15/13","0/13/15","15/15/15",,19.5,35,50,,1488,2497,3266,,"Incinerate, Blast Burn, Thunder Punch","Incinerate, Blast Burn, Thunder Punch","Incinerate, Blast Burn[etm], Thunder Punch","155;156;157","157","155;156;157"
"157&hisui","Typhlosion (Hisuian)","Cyndaquil",FALSE,,585,364,255,,"0/11/12","1/15/14","15/15/15",,19,32,50,,1500,2499,3385,,"Hex, Fire Punch, Shadow Ball","Hex, Fire Punch, Shadow Ball","Hex, Shadow Ball, Fire Punch","157&hisui","157&hisui","157&hisui"
"158","Totodile","Totodile",FALSE,,967,,,,"15/15/15",,,,50,,,,1279,,,,"Water Gun, Crunch, Water Pulse",,,"158;159;160","158;159;160","158"
"158","Totodile (Shadow)","Totodile",TRUE,,977,,,,"15/15/15",,,,50,,,,1279,,,,"Water Gun, Crunch, Water Pulse",,,"158;159;160","158;159;160","158"
"159","Croconaw","Totodile",FALSE,,539,,,,"0/13/15",,,,37.5,,,,1499,,,,"Water Gun, Ice Punch, Crunch",,,"158;159;160","159;160","158;159"
"159","Croconaw (Shadow)","Totodile",TRUE,,466,,,,"0/13/15",,,,37.5,,,,1499,,,,"Water Gun, Ice Punch, Crunch",,,"158;159;160","159;160","158;159"
"16","Pidgey","Pidgey",FALSE,90,,,,"0/15/15",,,,30.5,,,,498,,,,"Quick Attack, Aerial Ace, Return",,,,"16;17;18","16;17;18","16"
"16","Pidgey (Shadow)","Pidgey",TRUE,102,,,,"0/15/15",,,,30.5,,,,498,,,,"Quick Attack, Aerial Ace, Twister",,,,"16;17;18","16;17;18","16"
"160","Feraligatr","Totodile",FALSE,,7,7,77,,"0/11/13","1/15/14","15/15/15",,20,35.5,50,,1493,2496,3230,,"Shadow Claw, Hydro Cannon, Ice Beam","Shadow Claw, Hydro Cannon, Ice Beam","Shadow Claw, Hydro Cannon[etm], Ice Beam","158;159;160","160","158;159;160"
"160","Feraligatr (Shadow)","Totodile",TRUE,,6,2,75,,"0/11/13","1/15/14","15/15/15",,20,35.5,50,,1493,2496,3230,,"Shadow Claw, Hydro Cannon, Ice Beam","Shadow Claw, Hydro Cannon, Ice Beam","Shadow Claw, Hydro Cannon[etm], Ice Beam","158;159;160","160","158;159;160"
"161","Sentret","Sentret",FALSE,227,,,,"0/15/14",,,,37.5,,,,500,,,,"Quick Attack, Brick Break, Grass Knot",,,,"161;162","161;162","161"
"162","Furret","Sentret",FALSE,394,238,687,,"0/14/15","1/15/14","15/15/14",,11,35.5,50,,496,1500,1987,,"Sucker Punch, Brick Break, Hyper Beam","Sucker Punch, Brick Break, Dig","Sucker Punch, Brick Break, Dig",,"161;162","162","161;162"
"163","Hoothoot","Hoothoot",FALSE,81,,,,"0/15/14",,,,33.5,,,,499,,,,"Peck, Aerial Ace, Night Shade",,,,"163;164","163;164","163"
"164","Noctowl","Hoothoot",FALSE,236,204,366,577,"2/14/14","1/14/15","15/15/15","15/15/15",9.5,28.5,50,50,499,1494,2288,2288,"Wing Attack, Sky Attack, Night Shade","Wing Attack, Sky Attack, Night Shade","Wing Attack, Night Shade, Sky Attack","Wing Attack, Night Shade, Sky Attack","163;164","164","163;164"
"165","Ledyba","Ledyba",FALSE,54,,,,"0/15/15",,,,29,,,,499,,,,"Bug Bite, Aerial Ace, Swift",,,,"165;166","165;166","165"
"165","Ledyba (Shadow)","Ledyba",TRUE,39,,,,"0/15/15",,,,29,,,,497,,,,"Bug Bite, Aerial Ace, Swift",,,,"165;166","165;166","165"
"166","Ledian","Ledyba",FALSE,183,326,,,"0/11/15","13/15/15",,,15,50,,,499,1500,,,"Counter, Aerial Ace, Dynamic Punch","Counter, Aerial Ace, Dynamic Punch",,,"165;166","166","165;166"
"166","Ledian (Shadow)","Ledyba",TRUE,160,330,,,"0/11/15","13/15/15",,,15,50,,,499,1500,,,"Counter, Aerial Ace, Dynamic Punch","Counter, Aerial Ace, Dynamic Punch",,,"165;166","166","165;166"
"167","Spinarak","Spinarak",FALSE,140,,,,"0/15/15",,,,24.5,,,,496,,,,"Poison Sting, Cross Poison, Night Slash",,,,"167;168","167;168","167"
"168","Ariados","Spinarak",FALSE,141,108,,,"0/13/11","0/14/15",,,11,35,,,500,1497,,,"Poison Sting, Cross Poison, Lunge","Poison Sting, Lunge, Trailblaze",,,"167;168","168","167;168"
"169","Crobat","Zubat",FALSE,259,580,412,458,"0/6/12","0/15/12","0/15/14","15/15/15",7.5,21.5,41.5,50,500,1496,2500,2992,"Air Slash, Cross Poison, Shadow Ball","Air Slash, Poison Fang, Shadow Ball","Air Slash, Poison Fang, Shadow Ball","Air Slash, Cross Poison, Shadow Ball","41;42;169","169","41;42;169"
"169","Crobat (Shadow)","Zubat",TRUE,,577,379,421,,"0/15/12","0/15/14","15/15/15",,21.5,41.5,50,,1496,2500,2992,,"Air Slash, Poison Fang, Shadow Ball","Air Slash, Poison Fang, Shadow Ball","Air Slash, Cross Poison, Shadow Ball","41;42;169","169","41;42;169"
"17","Pidgeotto","Pidgey",FALSE,246,711,,,"1/14/14","15/15/15",,,16.5,50,,,500,1350,,,"Wing Attack, Aerial Ace, Twister","Wing Attack, Aerial Ace, Return",,,"16;17;18","17;18","16;17"
"17","Pidgeotto (Shadow)","Pidgey",TRUE,280,847,,,"1/14/14","15/15/15",,,16.5,50,,,500,1350,,,"Wing Attack, Aerial Ace, Twister","Wing Attack, Aerial Ace, Twister",,,"16;17;18","17;18","16;17"
"170","Chinchou","Chinchou",FALSE,481,837,,,"0/13/15","15/15/15",,,18,50,,,500,1265,,,"Bubble, Thunderbolt, Water Pulse","Bubble, Thunderbolt, Water Pulse",,,"170;171","170;171","170"
"171","Lanturn","Chinchou",FALSE,228,84,209,503,"0/10/12","0/13/14","15/15/15","15/15/15",9.5,28,50,50,499,1496,2357,2357,"Water Gun, Surf, Thunderbolt","Water Gun, Surf, Thunderbolt","Spark, Surf, Thunderbolt","Water Gun, Surf, Thunderbolt","170;171","171","170;171"
"172","Pichu","Pikachu",FALSE,327,,,,"9/15/15",,,,50,,,,492,,,,"Thunder Shock, Thunder Punch, Disarming Voice",,,,"25;26;172","172","172"
"174","Igglybuff","Jigglypuff",FALSE,190,,,,"1/15/15",,,,49,,,,500,,,,"Feint Attack, Swift, Wild Charge",,,,"39;40;174","174","174"
"176","Togetic","Togepi",FALSE,99,67,616,,"0/15/11","0/14/14","15/15/15",,11.5,38.5,50,,499,1496,1931,,"Fairy Wind, Aerial Ace, Ancient Power","Fairy Wind, Aerial Ace, Dazzling Gleam","Fairy Wind, Aerial Ace, Ancient Power",,"175;176;468","176;468","175;176"
"177","Natu","Natu",FALSE,410,,,,"1/15/15",,,,17.5,,,,500,,,,"Quick Attack, Drill Peck, Psyshock",,,,"177;178","177;178","177"
"177","Natu (Shadow)","Natu",TRUE,462,,,,"1/15/15",,,,17.5,,,,500,,,,"Quick Attack, Drill Peck, Psyshock",,,,"177;178","177;178","177"
"178","Xatu","Natu",FALSE,588,909,691,628,"0/13/5","0/13/15","15/15/15","15/15/15",9,26,50,50,500,1499,2474,2474,"Air Slash, Aerial Ace, Future Sight","Air Slash, Aerial Ace, Future Sight","Air Slash, Aerial Ace, Future Sight","Air Slash, Aerial Ace, Future Sight","177;178","178","177;178"
"178","Xatu (Shadow)","Natu",TRUE,508,890,686,626,"0/13/5","0/13/15","15/15/15","15/15/15",9,26,50,50,500,1499,2474,2474,"Air Slash, Aerial Ace, Future Sight","Air Slash, Aerial Ace, Future Sight","Air Slash, Aerial Ace, Future Sight","Air Slash, Aerial Ace, Future Sight","177;178","178","177;178"
"179","Mareep","Mareep",FALSE,136,,,,"0/15/15",,,,20,,,,499,,,,"Thunder Shock, Body Slam, Trailblaze",,,,"179;180;181","179;180;181","179"
"179","Mareep (Shadow)","Mareep",TRUE,135,,,,"0/15/15",,,,20,,,,499,,,,"Thunder Shock, Body Slam, Trailblaze",,,,"179;180;181","179;180;181","179"
"18","Pidgeot","Pidgey",FALSE,131,261,294,564,"1/15/13","0/14/14","15/15/15","15/15/15",9,27,50,50,500,1494,2407,2407,"Gust, Brave Bird, Aerial Ace","Gust, Feather Dance, Brave Bird","Gust, Feather Dance, Brave Bird","Gust[etm], Brave Bird, Aerial Ace","16;17;18","18","16;17;18"
"18","Pidgeot (Shadow)","Pidgey",TRUE,44,362,310,569,"1/15/13","0/14/14","15/15/15","15/15/15",9,27,50,50,500,1494,2407,2407,"Gust, Brave Bird, Aerial Ace","Gust, Brave Bird, Aerial Ace","Gust, Brave Bird, Aerial Ace","Gust[etm], Brave Bird, Aerial Ace","16;17;18","18","16;17;18"
"180","Flaaffy","Mareep",FALSE,645,942,,,"0/12/11","0/15/14",,,13,47,,,496,1497,,,"Tackle, Power Gem, Trailblaze","Charge Beam, Trailblaze, Discharge",,,"179;180;181","180;181","179;180"
"180","Flaaffy (Shadow)","Mareep",TRUE,636,941,,,"0/12/11","0/15/14",,,13,47,,,496,1497,,,"Tackle, Power Gem, Trailblaze","Charge Beam, Trailblaze, Power Gem",,,"179;180;181","180;181","179;180"
"181","Ampharos","Mareep",FALSE,480,302,231,269,"0/7/8","0/13/11","0/13/15","15/15/15",7,20,36,50,499,1499,2499,3225,"Volt Switch, Brutal Swing, Thunder Punch","Volt Switch, Brutal Swing, Trailblaze","Volt Switch, Brutal Swing, Trailblaze","Volt Switch, Brutal Swing, Thunder Punch","179;180;181","181","179;180;181"
"181","Ampharos (Shadow)","Mareep",TRUE,,294,249,268,,"0/13/11","0/13/15","15/15/15",,20,36,50,,1499,2499,3225,,"Volt Switch, Brutal Swing, Trailblaze","Volt Switch, Brutal Swing, Trailblaze","Volt Switch, Brutal Swing, Thunder Punch","179;180;181","181","179;180;181"
"182","Bellossom","Bellossom",FALSE,450,339,315,476,"0/14/13","1/14/14","9/15/15","15/15/15",8.5,25,50,50,498,1499,2498,2578,"Bullet Seed, Leaf Blade, Dazzling Gleam","Bullet Seed, Leaf Blade, Return","Bullet Seed, Leaf Blade, Return","Bullet Seed, Leaf Blade, Dazzling Gleam","43;44;182","182","43;44;182"
"182","Bellossom (Shadow)","Bellossom",TRUE,447,340,308,489,"0/14/13","1/14/14","9/15/15","15/15/15",8.5,25,50,50,498,1499,2498,2578,"Bullet Seed, Leaf Blade, Dazzling Gleam","Bullet Seed, Leaf Blade, Dazzling Gleam","Bullet Seed, Leaf Blade, Dazzling Gleam","Bullet Seed, Leaf Blade, Dazzling Gleam","43;44;182","182","43;44;182"
"184","Azumarill","Marill",FALSE,,17,658,,,"0/15/15","15/15/15",,,45.5,50,,,1498,1795,,,"Bubble, Ice Beam, Play Rough","Bubble, Ice Beam, Play Rough",,"183;184;298","184;298","298;183;184"
"185","Sudowoodo","Sudowoodo",FALSE,,709,501,578,,"0/14/11","15/15/15","15/15/15",,27,50,50,,1496,2428,2428,,"Counter, Meteor Beam, Trailblaze","Counter, Meteor Beam, Trailblaze","Counter, Meteor Beam, Trailblaze","185;438","185;438","438;185"
"185","Sudowoodo (Shadow)","Sudowoodo",TRUE,,826,604,601,,"0/14/11","15/15/15","15/15/15",,27,50,50,,1496,2428,2428,,"Counter, Meteor Beam, Trailblaze","Counter, Meteor Beam, Trailblaze","Counter, Meteor Beam, Trailblaze","185;438","185;438","438;185"
"186","Politoed","Politoed",FALSE,,250,146,359,,"0/15/11","0/15/14","15/15/15",,23.5,48.5,50,,1498,2498,2769,,"Mud Shot, Weather Ball (Water), Earthquake","Mud Shot, Surf, Blizzard","Bubble, Weather Ball (Water), Ice Beam[etm]","60;61;186","186","60;61;186"
"186","Politoed (Shadow)","Politoed",TRUE,,235,126,334,,"0/15/11","0/15/14","15/15/15",,23.5,48.5,50,,1498,2498,2769,,"Mud Shot, Weather Ball (Water), Earthquake","Mud Shot, Weather Ball (Water), Blizzard","Bubble, Weather Ball (Water), Ice Beam[etm]","60;61;186","186","60;61;186"
"187","Hoppip","Hoppip",FALSE,451,,,,"0/15/15",,,,41,,,,498,,,,"Bullet Seed, Grass Knot, Seed Bomb",,,,"187;188;189","187;188;189","187"
"187","Hoppip (Shadow)","Hoppip",TRUE,515,,,,"0/15/15",,,,41,,,,498,,,,"Bullet Seed, Grass Knot, Seed Bomb",,,,"187;188;189","187;188;189","187"
"188","Skiploom","Hoppip",FALSE,523,,,,"0/14/15",,,,21,,,,496,,,,"Bullet Seed, Grass Knot, Dazzling Gleam",,,,"187;188;189","188;189","187;188"
"188","Skiploom (Shadow)","Hoppip",TRUE,598,,,,"0/14/15",,,,21,,,,496,,,,"Bullet Seed, Grass Knot, Dazzling Gleam",,,,"187;188;189","188;189","187;188"
"189","Jumpluff","Hoppip",FALSE,21,26,556,,"1/15/14","0/14/14","15/15/15",,12,43,50,,496,1500,1850,,"Fairy Wind, Aerial Ace, Acrobatics","Fairy Wind, Aerial Ace, Energy Ball","Fairy Wind, Aerial Ace, Acrobatics",,"187;188;189","189","187;188;189"
"189","Jumpluff (Shadow)","Hoppip",TRUE,51,19,545,,"1/15/14","0/14/14","15/15/15",,12,43,50,,496,1500,1850,,"Fairy Wind, Aerial Ace, Acrobatics","Fairy Wind, Aerial Ace, Energy Ball","Fairy Wind, Aerial Ace, Acrobatics",,"187;188;189","189","187;188;189"
"19","Rattata","Rattata",FALSE,275,,,,"1/15/15",,,,27,,,,498,,,,"Quick Attack, Body Slam, Dig",,,,"19;20","19;20","19"
"19","Rattata (Shadow)","Rattata",TRUE,217,,,,"1/15/15",,,,27,,,,498,,,,"Quick Attack, Body Slam, Dig",,,,"19;20","19;20","19"
"19&alola","Rattata (Alolan)","Rattata",FALSE,497,,,,"1/15/15",,,,27,,,,498,,,,"Quick Attack, Crunch, Hyper Fang",,,,"19&alola;20&alola","20&alola","19&alola"
"19&alola","Rattata (Alolan) (Shadow)","Rattata",TRUE,580,,,,"1/15/15",,,,27,,,,498,,,,"Quick Attack, Crunch, Hyper Fang",,,,"19&alola;20&alola","20&alola","19&alola"
"190","Aipom","Aipom",FALSE,362,426,,,"0/14/14","14/15/14",,,14.5,49.5,,,497,1500,,,"Astonish, Swift, Aerial Ace","Astonish, Swift, Aerial Ace",,,"190;424","190;424","190"
"190","Aipom (Shadow)","Aipom",TRUE,374,384,,,"0/14/14","14/15/14",,,14.5,49.5,,,497,1500,,,"Astonish, Swift, Aerial Ace","Astonish, Swift, Aerial Ace",,,"190;424","190;424","190"
"191","Sunkern","Sunkern",FALSE,478,,,,"15/15/15",,,,50,,,,447,,,,"Razor Leaf, Grass Knot, Seed Bomb",,,,"191;192","191;192","191"
"192","Sunflora","Sunkern",FALSE,717,812,656,,"0/14/12","0/15/14","15/15/15",,9,26.5,50,,500,1492,2421,,"Bullet Seed, Sludge Bomb, Leaf Storm","Bullet Seed, Leaf Storm, Sludge Bomb","Bullet Seed, Sludge Bomb, Leaf Storm",,"191;192","192","191;192"
"193","Yanma","Yanma",FALSE,463,729,,,"1/15/14","0/14/15",,,13,49.5,,,497,1498,,,"Wing Attack, Aerial Ace, Silver Wind","Quick Attack, Aerial Ace, Silver Wind",,,"193;469","193;469","193"
"194","Wooper","Wooper",FALSE,129,,,,"0/15/15",,,,35.5,,,,500,,,,"Mud Shot, Mud Bomb, Body Slam",,,,"194;195","194;195","194"
"194","Wooper (Shadow)","Wooper",TRUE,138,,,,"0/15/15",,,,35.5,,,,500,,,,"Mud Shot, Mud Bomb, Body Slam",,,,"194;195","194;195","194"
"194&paldea","Wooper (Paldean)","Wooper",FALSE,24,,,,"0/15/15",,,,35.5,,,,500,,,,"Poison Jab, Body Slam, Dig",,,,"194&paldea;980","980","194&paldea"
"195","Quagsire","Wooper",FALSE,137,32,256,515,"0/5/14","0/15/14","15/15/15","15/15/15",10,29,50,50,498,1494,2252,2252,"Mud Shot, Aqua Tail, Mud Bomb","Mud Shot, Aqua Tail, Stone Edge","Mud Shot, Aqua Tail, Stone Edge","Mud Shot, Aqua Tail[etm], Mud Bomb","194;195","195","194;195"
"195","Quagsire (Shadow)","Wooper",TRUE,114,20,205,516,"0/5/14","0/15/14","15/15/15","15/15/15",10,29,50,50,498,1494,2252,2252,"Mud Shot, Aqua Tail, Mud Bomb","Mud Shot, Aqua Tail, Stone Edge","Mud Shot, Aqua Tail, Stone Edge","Mud Shot, Aqua Tail[etm], Mud Bomb","194;195","195","194;195"
"196","Espeon","Eevee",FALSE,,734,585,311,,"0/15/15","1/15/15","15/15/15",,17.5,29,50,,1491,2500,3583,,"Confusion, Psychic Fangs, Shadow Ball","Confusion, Psychic Fangs, Shadow Ball","Confusion, Psychic Fangs, Shadow Ball[etm]","133;196","196","133;196"
"197","Umbreon","Eevee",FALSE,161,83,94,459,"0/12/3","0/15/14","15/15/15","15/15/15",9.5,27.5,50,50,498,1497,2416,2416,"Snarl, Foul Play, Last Resort","Snarl, Foul Play, Last Resort","Snarl, Foul Play, Last Resort","Snarl, Foul Play, Last Resort[etm]","133;197","197","133;197"
"198","Murkrow","Murkrow",FALSE,611,809,,,"3/15/14","0/15/14",,,12,43.5,,,500,1498,,,"Feint Attack, Drill Peck, Foul Play","Feint Attack, Drill Peck, Foul Play",,,"198;430","198;430","198"
"198","Murkrow (Shadow)","Murkrow",TRUE,530,823,,,"3/15/14","0/15/14",,,12,43.5,,,500,1498,,,"Feint Attack, Drill Peck, Foul Play","Feint Attack, Drill Peck, Foul Play",,,"198;430","198;430","198"
"199","Slowking","Slowpoke",FALSE,,561,393,466,,"0/13/15","0/14/14","15/15/15",,22.5,45.5,50,,1493,2499,2877,,"Water Gun, Surf, Psychic","Water Gun, Surf, Psychic","Confusion, Surf[etm], Scald","79;199","199","79;199"
"199","Slowking (Shadow)","Slowpoke",TRUE,,609,469,519,,"0/13/15","0/14/14","15/15/15",,22.5,45.5,50,,1493,2499,2877,,"Water Gun, Surf, Psychic","Water Gun, Surf, Psychic","Confusion, Surf[etm], Psychic","79;199","199","79;199"
"199&galar","Slowking (Galarian)","Slowpoke",FALSE,420,852,551,463,"4/14/14","0/14/13","0/15/14","15/15/15",7,21,39.5,50,499,1498,2493,3072,"Confusion, Surf, Sludge Wave","Hex, Surf, Shadow Ball","Hex, Surf, Shadow Ball","Confusion, Surf[etm], Shadow Ball","79&galar;199&galar","199&galar","79&galar;199&galar"
"2","Ivysaur","Bulbasaur",FALSE,596,380,,,"0/10/15","0/13/14",,,11.5,38.5,,,498,1493,,,"Vine Whip, Sludge Bomb, Power Whip","Vine Whip, Power Whip, Sludge Bomb",,,"1;2;3","2;3","1;2"
"2","Ivysaur (Shadow)","Bulbasaur",TRUE,642,445,,,"0/10/15","0/13/14",,,11.5,38.5,,,497,1497,,,"Vine Whip, Sludge Bomb, Power Whip","Vine Whip, Power Whip, Sludge Bomb",,,"1;2;3","2;3","1;2"
"20","Raticate","Rattata",FALSE,666,703,,,"1/15/15","0/14/15",,,11,36.5,,,498,1494,,,"Quick Attack, Hyper Fang, Dig","Quick Attack, Hyper Fang, Dig",,,"19;20","20","19;20"
"20","Raticate (Shadow)","Rattata",TRUE,681,748,,,"1/15/15","0/14/15",,,11,36.5,,,498,1494,,,"Quick Attack, Hyper Fang, Dig","Quick Attack, Hyper Fang, Dig",,,"19;20","20","19;20"
"20&alola","Raticate (Alolan)","Rattata",FALSE,237,168,712,,"0/15/12","0/13/14","15/15/15",,11.5,39,50,,499,1496,1927,,"Quick Attack, Crunch, Hyper Fang","Quick Attack, Crunch, Return","Quick Attack, Crunch, Hyper Fang",,"19&alola;20&alola","20&alola","19&alola;20&alola"
"20&alola","Raticate (Alolan) (Shadow)","Rattata",TRUE,349,244,711,,"0/15/12","0/13/14","15/15/15",,11.5,39,50,,499,1496,1927,,"Quick Attack, Crunch, Hyper Fang","Quick Attack, Crunch, Hyper Beam","Quick Attack, Crunch, Hyper Fang",,"19&alola;20&alola","20&alola","19&alola;20&alola"
"200","Misdreavus","Misdreavus",FALSE,,465,649,,,"1/15/15","15/15/14",,,29.5,50,,,1498,2178,,,"Psywave, Dark Pulse, Shadow Sneak","Astonish, Dark Pulse, Shadow Sneak",,"200;429","200;429","200"
"200","Misdreavus (Shadow)","Misdreavus",TRUE,,500,645,,,"1/15/15","15/15/14",,,29.5,50,,,1498,2178,,,"Astonish, Dark Pulse, Shadow Sneak","Astonish, Dark Pulse, Shadow Sneak",,"200;429","200;429","200"
"201","Unown","Unown",FALSE,,1018,,,,"15/15/15",,,,50,,,,1339,,,,"Hidden Power (Psychic), Struggle, NA",,,"201","201","201"
"202","Wobbuffet","Wobbuffet",FALSE,,449,,,,"15/15/15",,,,50,,,,1160,,,,"Counter, Return, Mirror Coat",,,"202;360","202;360","360;202"
"202","Wobbuffet (Shadow)","Wobbuffet",TRUE,,682,,,,"15/15/15",,,,50,,,,1160,,,,"Counter, Mirror Coat, Frustration",,,"202;360","202;360","360;202"
"203","Girafarig","Girafarig",FALSE,395,354,512,,"0/14/8","0/15/12","15/15/15",,9.5,28,50,,500,1486,2314,,"Confusion, Psychic Fangs, Trailblaze","Confusion, Psychic Fangs, Trailblaze","Double Kick, Psychic Fangs, Trailblaze",,"203;981","203;981","203"
"203","Girafarig (Shadow)","Girafarig",TRUE,305,361,472,,"0/14/8","0/15/12","15/15/15",,9.5,28,50,,500,1486,2314,,"Confusion, Psychic Fangs, Trailblaze","Confusion, Psychic Fangs, Trailblaze","Double Kick, Psychic Fangs, Trailblaze",,"203;981","203;981","203"
"204","Pineco","Pineco",FALSE,505,996,,,"0/15/15","15/15/15",,,18,50,,,500,1253,,,"Bug Bite, Rock Tomb, Gyro Ball","Bug Bite, Rock Tomb, Return",,,"204;205","204;205","204"
